InstanceID,MaritalStatus,ApplicationMode,Course,DaytimeEveningAttendance,ApplicationOrder,PreviousQualification,Nationality,MothersQualification,FathersQualification,MothersOccupation,FathersOccupation,PreviousQualificationGrade,AdmissionGrade,Displaced,EducationalSpecialNeeds,Debtor,TuitionFeesUpToDate,Gender,ScholarshipHolder,International,AgeAtEnrollment,CurricularUnits1stSemCredited,CurricularUnits1stSemEnrolled,CurricularUnits1stSemEvaluations,CurricularUnits1stSemApproved,CurricularUnits1stSemGrade,CurricularUnits1stSemWithoutEvaluations,CurricularUnits2ndSemCredited,CurricularUnits2ndSemEnrolled,CurricularUnits2ndSemEvaluations,CurricularUnits2ndSemApproved,CurricularUnits2ndSemGrade,CurricularUnits2ndSemWithoutEvaluations,UnemploymentRate,InflationRate,GDP,Class
Student_03792,1,44,9130,1,1,39,1,3,1,3,6,130.0,130.0,1,0,1,1,1,0,0,20,2,6,9,4,11.0,0,1,6,13,3,10.666666666666666,0,12.4,0.5,1.79,0
Student_03793,1,18,9119,1,1,1,1,19,1,90,3,122.0,116.1,1,0,1,0,1,0,0,24,0,5,8,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,0
Student_03794,1,17,9773,1,1,1,1,19,38,5,7,128.0,125.6,1,0,0,1,1,0,0,19,0,6,6,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,0
Student_03795,1,17,9119,1,1,1,1,19,19,7,9,130.0,121.3,1,0,0,1,1,0,0,18,0,5,9,1,12.0,0,0,5,10,2,12.0,3,7.6,2.6,0.32,0
Student_03796,1,1,9119,1,3,1,1,4,38,2,7,113.0,107.4,1,0,0,1,1,0,0,18,0,5,8,5,14.0,0,0,5,6,5,13.2,0,8.9,1.4,3.51,2
Student_03797,1,1,9254,1,1,1,1,1,19,4,4,126.0,116.9,0,0,0,1,1,0,0,18,0,6,8,6,13.571428571428571,0,0,6,7,5,11.8,0,8.9,1.4,3.51,2
Student_03798,1,43,9670,1,2,1,1,3,19,1,7,135.0,123.5,1,0,0,1,1,0,0,22,0,6,12,0,0.0,0,0,6,6,0,0.0,0,16.2,0.3,-0.92,0
Student_03799,1,1,9670,1,1,1,1,19,38,9,9,141.0,130.5,0,0,0,1,1,0,0,19,0,6,8,6,14.25,0,0,6,7,6,13.857142857142858,0,11.1,0.6,2.02,2
Student_03800,2,39,9085,1,1,12,1,1,39,5,3,133.1,140.0,1,0,1,0,0,0,0,32,0,6,7,0,0.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,0
Student_03801,1,17,9853,1,1,1,1,34,19,0,3,133.1,117.1,1,0,0,1,0,1,0,21,0,6,12,0,0.0,0,0,6,12,0,0.0,0,7.6,2.6,0.32,0
Student_03802,1,18,9500,1,1,1,1,37,37,6,6,144.0,127.5,1,0,0,1,0,1,0,19,0,8,8,7,13.542857142857144,0,0,8,8,7,13.542857142857144,0,12.7,3.7,-1.7,2
Student_03803,4,43,8014,0,1,1,1,38,37,9,9,140.0,126.0,0,0,0,1,0,1,0,39,3,9,9,9,13.11111111111111,0,2,7,10,7,11.714285714285714,0,12.7,3.7,-1.7,2
Student_03804,1,43,8014,0,1,10,1,34,34,0,0,100.0,113.0,1,0,0,1,0,0,0,30,3,9,11,9,12.666666666666666,0,2,7,7,7,12.142857142857142,0,7.6,2.6,0.32,2
Student_03805,1,1,9147,1,1,1,1,1,19,5,5,135.0,130.1,1,0,0,1,0,0,0,18,0,5,10,4,10.75,1,0,5,13,2,10.0,0,9.4,-0.8,-3.12,0
Student_03806,2,43,9991,0,1,1,1,37,37,9,9,130.0,NA,1,0,0,1,0,0,0,38,4,10,14,4,10.75,0,2,10,10,2,10.0,0,7.6,2.6,0.32,0
Student_03807,1,1,9070,1,3,1,1,34,37,5,7,147.0,NA,1,0,0,1,0,0,0,20,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,NA,-0.8,-3.12,2
Student_03808,1,39,8014,0,1,19,1,34,34,0,0,149.0,126.3,0,0,0,1,0,0,0,55,0,6,6,6,13.833333333333334,0,1,6,6,6,12.833333333333334,0,7.6,2.6,0.32,2
Student_03809,4,27,9070,1,1,2,1,34,34,0,0,130.0,130.0,0,0,0,1,0,0,0,53,15,18,18,17,13.176470588235292,0,13,18,18,16,NA,0,7.6,2.6,0.32,0
Student_03810,2,39,8014,0,1,1,1,34,34,0,0,NA,104.0,0,0,0,1,0,0,0,54,0,6,8,4,NA,0,0,6,12,5,12.6,0,7.6,2.6,0.32,0
Student_03811,1,43,9500,1,1,1,1,37,37,9,7,125.0,123.6,1,0,0,1,0,1,0,18,0,7,8,5,12.86,0,0,7,8,5,12.86,0,7.6,2.6,0.32,1
Student_03812,1,39,8014,0,1,1,1,37,37,9,8,133.1,121.0,0,0,1,0,0,0,0,44,2,8,12,4,12.0,2,2,7,9,4,12.0,2,8.9,1.4,3.51,0
Student_03813,1,43,9238,1,1,1,1,37,37,9,6,149.0,130.5,1,0,0,1,0,0,0,28,8,11,11,9,11.666666666666666,0,8,11,13,9,12.555555555555555,0,10.8,1.4,1.74,2
Student_03814,1,7,8014,0,1,43,1,19,19,9,4,180.0,180.0,0,0,0,1,0,0,0,37,12,14,14,14,16.5,0,8,11,11,11,16.90909090909091,0,8.9,1.4,3.51,2
Student_03815,1,43,9238,1,1,1,1,14,14,90,90,110.0,112.5,1,0,0,1,0,0,0,20,8,10,14,9,12.333333333333334,0,3,7,10,7,11.77777777777778,0,7.6,2.6,0.32,2
Student_03816,1,1,9500,1,3,1,1,19,3,3,2,131.0,126.1,1,0,0,1,0,0,0,18,0,7,8,7,12.59125,0,0,8,11,7,12.820000000000002,0,15.5,2.8,-4.06,1
Student_03817,1,1,9238,1,1,1,1,19,19,9,9,117.0,111.8,1,0,0,1,1,0,0,NA,0,6,9,4,11.5,0,0,6,12,3,11.0,0,8.9,1.4,3.51,0
Student_03818,1,17,9003,1,1,1,1,38,37,5,9,120.0,131.4,1,0,0,1,1,1,0,23,17,18,19,18,11.894736842105264,0,12,13,13,13,12.923076923076923,0,15.5,2.8,-4.06,2
Student_03819,1,17,9238,1,1,1,1,19,37,6,6,160.0,144.3,0,0,0,1,1,0,0,22,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,0
Student_03820,1,39,9254,1,1,1,1,3,19,3,5,100.0,115.0,0,0,0,0,1,0,0,24,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,0
Student_03821,1,44,9003,1,1,39,1,4,4,4,2,140.0,120.0,1,0,0,1,1,0,0,22,0,6,13,5,13.0,0,0,6,13,2,11.5,0,12.4,0.5,1.79,1
Student_03822,1,39,9003,1,1,1,1,1,38,5,6,160.0,168.6,0,0,0,1,1,0,0,26,0,6,9,0,0.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,0
Student_03823,1,17,9773,1,6,1,1,37,37,5,5,141.0,127.7,1,0,0,1,1,0,0,18,0,6,6,6,15.166666666666666,0,0,6,6,6,14.833333333333334,0,9.4,-0.8,-3.12,2
Student_03824,1,44,9130,1,1,39,1,38,19,9,9,130.0,150.0,0,0,0,1,1,0,0,24,2,6,8,4,11.75,0,1,6,8,2,13.5,0,11.1,0.6,2.02,0
Student_03825,1,1,9119,1,1,1,1,1,38,4,3,142.0,129.8,1,0,0,1,1,0,0,18,0,5,5,0,0.0,0,0,5,6,1,15.0,0,10.8,1.4,1.74,1
Student_03826,1,1,171,1,1,1,NA,1,38,7,8,130.0,135.6,1,0,0,1,1,0,0,26,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,0
Student_03827,1,39,9254,1,1,19,1,37,37,9,4,133.1,100.0,0,0,0,1,1,0,0,27,0,6,11,3,11.333333333333334,0,0,6,10,3,14.75,0,16.2,0.3,-0.92,0
Student_03828,1,44,9003,1,1,39,1,37,37,9,6,140.0,140.0,1,0,0,1,1,1,0,20,0,6,10,5,12.6,0,0,6,6,5,13.2,0,12.4,0.5,1.79,2
Student_03829,1,1,9119,1,1,1,1,12,1,4,10,129.0,124.1,1,0,0,1,1,0,0,NA,0,5,10,0,0.0,0,0,5,10,1,14.0,3,7.6,2.6,0.32,0
Student_03830,1,1,9085,1,1,1,1,38,38,4,9,148.0,131.6,0,0,0,1,1,1,0,18,0,6,8,6,15.5,0,0,6,9,4,15.5,0,11.1,0.6,2.02,0
Student_03831,1,1,9500,1,3,1,1,1,1,4,4,143.0,129.0,1,0,0,1,1,0,0,18,0,8,8,7,12.365714285714288,0,0,8,8,7,12.365714285714288,0,10.8,1.4,1.74,2
Student_03832,1,17,9670,1,1,1,1,37,37,9,9,128.0,135.7,1,0,0,1,1,0,0,19,0,6,7,5,13.2,0,0,6,10,5,13.25,0,10.8,1.4,1.74,1
Student_03833,1,43,9070,1,1,1,1,37,37,9,9,100.0,108.0,1,0,0,1,1,0,0,34,7,12,12,7,11.428571428571429,0,4,12,12,7,11.857142857142858,0,7.6,2.6,0.32,1
Student_03834,1,1,9238,1,1,1,1,38,19,8,10,116.0,110.8,1,0,0,1,1,0,0,19,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,0
Student_03835,1,1,NA,1,1,1,1,1,19,4,4,128.0,124.5,0,0,0,1,1,1,0,19,0,6,10,4,14.0,0,0,6,9,6,12.333333333333334,0,9.4,-0.8,-3.12,2
Student_03836,2,39,9003,1,1,1,1,2,2,1,4,120.0,100.0,0,0,0,1,1,0,0,30,3,12,12,3,12.0,0,5,12,16,5,11.8,0,15.5,2.8,-4.06,0
Student_03837,1,43,9773,1,1,1,1,1,3,9,3,121.0,123.8,0,0,0,0,1,0,0,22,0,4,4,0,0.0,4,0,5,8,3,12.0,0,10.8,1.4,1.74,0
Student_03838,1,17,9147,1,1,1,1,3,38,1,9,137.0,131.4,0,0,0,0,1,0,0,19,0,5,13,4,10.0,0,0,5,7,3,11.333333333333334,0,15.5,2.8,-4.06,0
Student_03839,1,1,9147,1,1,1,1,38,1,9,8,115.0,118.5,0,0,0,1,1,0,0,21,0,5,9,1,10.0,0,0,5,10,1,10.0,0,7.6,2.6,0.32,0
Student_03840,1,1,171,1,2,1,1,37,37,9,9,129.0,122.0,1,0,0,0,1,0,0,22,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,0
Student_03841,1,1,9254,1,1,1,1,37,37,9,9,125.0,122.9,0,0,0,1,1,1,0,19,0,6,7,6,11.166666666666666,0,0,6,12,3,11.666666666666666,0,10.8,1.4,1.74,1
Student_03842,1,1,9238,1,1,1,1,19,38,7,7,125.0,118.7,0,0,0,1,1,0,0,20,0,6,12,4,11.75,0,0,6,13,3,11.333333333333334,0,15.5,2.8,-4.06,1
Student_03843,1,39,9003,1,1,19,1,3,1,2,8,133.1,100.0,1,0,0,1,1,0,0,35,0,6,13,3,11.75,0,0,6,10,0,0.0,0,13.9,-0.3,0.79,0
Student_03844,1,16,9147,1,2,1,1,37,37,9,9,131.0,135.9,1,0,0,1,1,0,0,20,0,5,8,1,10.0,0,0,5,7,1,11.0,0,7.6,2.6,0.32,0
Student_03845,1,1,9130,1,1,1,1,6,11,4,5,133.1,138.4,0,0,0,1,1,0,0,21,0,5,8,3,14.0,0,0,5,5,5,12.8,0,7.6,2.6,0.32,2
Student_03846,1,39,9085,1,1,12,1,34,34,99,99,133.1,128.2,0,0,1,0,1,0,0,27,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,NA,0
Student_03847,1,43,9773,1,1,1,1,37,38,9,5,114.0,107.4,1,0,0,0,1,0,0,26,0,6,12,3,12.0,0,0,6,15,0,0.0,0,9.4,-0.8,-3.12,0
Student_03848,1,17,9773,1,1,1,1,1,33,3,3,127.0,129.8,0,0,0,0,1,0,0,20,0,6,10,0,0.0,0,0,5,10,0,0.0,0,10.8,1.4,1.74,0
Student_03849,1,39,9003,1,1,1,1,37,37,6,6,130.0,100.0,0,0,1,0,1,0,0,28,4,10,19,8,11.88888888888889,0,2,8,17,5,11.6,1,15.5,2.8,-4.06,0
Student_03850,1,1,9773,1,3,1,1,19,38,9,7,121.0,113.0,1,0,0,1,1,0,0,19,0,6,6,6,13.833333333333334,0,0,6,6,6,13.666666666666666,0,11.1,0.6,2.02,2
Student_03851,1,43,9991,0,1,1,1,37,19,9,9,120.0,107.0,0,0,0,0,1,0,0,47,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,0
Student_03852,4,39,9773,1,1,12,1,37,37,4,9,120.0,130.0,0,0,0,0,1,0,0,55,0,6,8,5,11.4,0,0,6,9,5,12.4,0,10.8,1.4,1.74,0
Student_03853,1,43,9003,1,1,1,1,37,37,5,9,120.0,120.0,1,0,0,1,1,0,0,39,0,6,8,0,NA,0,1,6,8,2,11.0,0,16.2,0.3,-0.92,0
Student_03854,2,1,9003,1,1,1,1,37,37,9,9,120.0,120.5,1,0,1,1,1,0,0,35,14,17,17,14,10.642857142857142,1,12,12,12,12,10.666666666666666,0,15.5,2.8,-4.06,0
Student_03855,1,39,9238,1,1,1,1,37,29,0,4,133.1,120.5,0,0,0,0,1,0,0,32,0,6,10,2,11.0,0,0,6,12,0,0.0,0,7.6,2.6,0.32,0
Student_03856,1,1,9773,1,4,1,1,3,12,2,9,124.0,137.0,1,0,0,1,NA,0,0,20,0,6,6,6,16.833333333333332,0,0,6,6,6,16.666666666666668,0,8.9,1.4,3.51,2
Student_03857,1,39,9254,1,1,1,1,37,37,9,9,150.0,115.0,0,0,0,1,1,0,0,36,0,6,8,6,13.571428571428571,0,0,6,9,5,13.2,0,12.7,3.7,-1.7,2
Student_03858,1,39,9991,0,1,19,1,38,19,9,10,133.1,142.7,0,0,1,1,1,1,0,34,0,5,11,5,14.714285714285714,0,0,5,14,5,14.375,5,16.2,0.3,-0.92,2
Student_03859,1,1,9670,1,1,1,1,38,19,0,2,116.0,116.7,1,0,0,1,1,0,0,21,0,5,8,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,0
Student_03860,1,43,9991,0,1,1,1,37,19,3,10,133.1,136.1,0,0,0,1,1,1,0,42,0,5,14,1,10.0,0,0,5,14,1,11.0,0,13.9,-0.3,0.79,0
Student_03861,1,39,9003,1,1,19,1,37,19,9,7,133.1,134.3,0,0,0,1,1,0,0,25,0,6,15,1,11.0,0,0,6,13,4,11.75,0,12.4,0.5,1.79,0
Student_03862,1,18,9773,1,1,1,1,38,38,6,7,167.0,153.0,1,0,0,1,1,1,0,18,0,6,6,1,11.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,0
Student_03863,1,1,9773,1,1,1,1,19,38,9,9,140.0,132.0,0,0,0,1,1,1,0,18,0,6,6,5,12.0,0,0,6,6,6,12.833333333333334,0,12.7,3.7,-1.7,2
Student_03864,1,1,9238,1,2,1,1,38,19,9,7,124.0,129.6,1,0,0,1,1,0,0,19,0,6,10,6,11.125,0,0,6,7,6,11.857142857142858,0,7.6,2.6,0.32,2
Student_03865,1,43,9085,1,1,1,1,3,19,4,6,110.0,105.0,0,0,1,0,1,0,0,34,2,6,13,3,11.333333333333334,0,0,6,8,2,11.5,0,13.9,-0.3,0.79,0
Student_03866,1,17,9773,1,2,1,1,1,1,4,5,150.0,130.8,0,0,0,1,1,0,0,20,0,6,15,2,12.0,0,0,6,12,0,0.0,0,10.8,1.4,1.74,0
Student_03867,1,1,9500,1,1,1,1,37,37,7,7,123.0,119.7,0,0,0,1,1,0,0,20,0,7,8,0,0.0,1,0,7,7,0,0.0,0,13.9,-0.3,0.79,0
Student_03868,1,17,9500,1,1,1,1,19,19,4,9,152.0,132.5,0,0,0,1,1,0,0,21,0,8,8,7,14.54,0,0,8,8,7,14.54,0,10.8,1.4,1.74,2
Student_03869,1,44,9003,1,1,39,1,1,19,3,10,130.0,130.0,1,0,0,1,1,0,0,19,0,6,9,6,12.166666666666666,0,0,6,14,4,13.0,0,12.4,0.5,1.79,2
Student_03870,1,39,9085,1,1,1,1,1,1,4,4,133.1,120.0,0,0,1,0,1,0,0,31,0,5,13,4,13.5,1,0,5,12,3,11.666666666666666,1,9.4,-0.8,-3.12,0
Student_03871,1,17,9670,1,1,1,1,1,37,4,5,133.1,150.0,0,0,0,1,1,0,0,21,0,6,8,6,14.75,0,0,6,9,5,14.333333333333334,0,11.1,0.6,2.02,2
Student_03872,1,1,9147,1,1,1,1,38,38,9,9,124.0,115.6,0,0,0,1,1,1,0,20,0,5,8,5,12.375,0,0,5,7,5,11.666666666666666,0,13.9,-0.3,0.79,2
Student_03873,1,43,9500,1,2,6,NA,1,19,4,10,119.1,119.1,0,0,0,1,1,0,0,22,0,7,7,6,12.733333333333334,0,0,7,7,6,12.733333333333334,0,7.6,2.6,0.32,2
Student_03874,1,1,9070,1,2,1,1,19,19,3,3,128.0,123.5,1,1,0,0,1,0,0,19,0,6,9,4,12.5,0,0,6,6,0,0.0,0,9.4,-0.8,-3.12,0
Student_03875,1,39,9130,1,1,1,NA,1,1,90,1,133.1,120.0,1,0,1,0,1,0,0,41,0,5,5,0,0.0,1,0,5,5,0,0.0,5,12.7,3.7,-1.7,0
Student_03876,1,43,9500,1,1,19,1,34,34,0,0,133.1,110.0,1,0,0,1,1,0,0,27,0,7,7,0,0.0,6,0,7,7,0,0.0,6,7.6,2.6,0.32,0
Student_03877,1,17,9500,1,1,1,1,1,1,4,10,NA,131.4,0,0,0,1,0,0,0,19,0,7,7,7,13.44285714285714,0,0,8,8,7,13.771428571428572,0,NA,-0.3,0.79,0
Student_03878,1,18,9500,1,2,1,24,1,1,4,3,141.0,126.8,1,0,0,1,0,1,1,20,0,8,8,8,14.2,0,0,8,8,8,14.2,0,9.4,-0.8,-3.12,2
Student_03879,1,43,9500,1,4,6,1,38,37,5,9,118.9,118.9,1,0,0,1,0,1,0,19,0,7,7,6,13.55,0,0,7,7,6,13.55,0,7.6,2.6,0.32,2
Student_03880,2,39,9991,0,1,1,1,37,37,9,9,160.0,160.0,0,0,0,1,0,0,0,35,0,5,5,5,NA,0,0,5,6,5,11.166666666666666,0,15.5,2.8,-4.06,2
Student_03881,1,17,9773,1,5,1,1,19,12,7,3,111.0,115.9,1,0,0,1,0,0,0,22,0,6,7,6,13.571428571428571,0,0,6,7,6,15.285714285714286,0,13.9,-0.3,0.79,2
Student_03882,1,1,9254,1,2,1,1,1,19,5,7,111.0,109.3,1,0,0,1,0,1,0,20,0,6,6,6,13.833333333333334,0,0,6,6,6,15.0,0,11.1,0.6,2.02,2
Student_03883,1,1,9670,1,1,1,1,37,38,9,9,123.0,113.9,1,0,1,0,0,0,0,18,0,6,7,4,11.25,0,0,6,9,4,10.857142857142858,0,10.8,1.4,1.74,0
Student_03884,1,1,9238,1,1,1,1,37,37,9,9,133.0,121.8,1,0,0,1,0,1,0,18,0,6,7,5,10.2,0,0,6,9,4,11.25,0,12.4,0.5,1.79,2
Student_03885,1,7,9500,1,1,3,1,1,37,9,5,140.0,140.0,0,0,0,1,0,0,0,30,0,8,8,7,15.675714285714283,0,0,8,8,7,15.675714285714283,0,10.8,1.4,1.74,2
Student_03886,1,18,9238,1,1,1,1,38,38,9,7,122.0,114.7,0,0,1,1,0,1,0,18,0,6,9,6,10.833333333333334,0,0,6,8,6,12.0,0,11.1,0.6,2.02,2
Student_03887,1,1,9254,1,1,1,1,19,19,7,8,128.0,120.0,1,0,0,1,0,1,0,20,0,6,6,6,14.5,0,0,6,7,5,15.0,0,12.4,0.5,1.79,1
Student_03888,1,1,9238,1,1,1,1,19,38,9,9,108.0,107.3,0,1,0,1,0,1,0,19,0,6,12,4,10.4,0,0,6,11,4,10.75,0,12.4,0.5,1.79,1
Student_03889,1,17,9085,1,1,1,1,38,38,5,3,139.0,NA,0,0,0,1,0,0,0,19,0,5,7,5,13.0,1,0,5,7,5,13.333333333333334,0,7.6,2.6,0.32,2
Student_03890,1,1,9556,1,2,1,1,1,38,3,8,130.0,119.5,1,0,0,1,0,1,0,21,0,7,7,7,12.242857142857144,0,0,8,8,8,14.125,0,15.5,2.8,-4.06,2
Student_03891,1,18,9853,1,1,1,1,1,19,141,182,133.1,106.0,1,0,1,1,0,0,0,21,0,7,7,7,13.0,0,0,7,8,6,12.5,0,8.9,1.4,3.51,1
Student_03892,1,1,9670,1,4,1,1,1,1,9,9,130.0,124.1,1,0,0,1,0,0,0,18,0,6,6,6,14.166666666666666,0,0,6,7,6,13.428571428571429,0,8.9,1.4,3.51,1
Student_03893,1,1,9147,1,3,1,1,1,1,5,7,143.0,NA,1,0,0,1,0,1,0,18,0,5,11,4,14.25,0,0,5,7,4,12.5,0,12.7,3.7,-1.7,2
Student_03894,4,39,9085,1,1,NA,1,37,37,90,90,110.0,110.0,0,0,0,0,0,0,0,35,0,5,14,1,12.0,2,0,5,11,2,10.5,1,9.4,-0.8,-3.12,0
Student_03895,1,1,9500,1,6,1,41,1,1,9,6,120.0,114.8,1,0,0,1,0,0,1,21,0,7,11,4,13.25,0,0,7,9,5,13.82,0,11.1,0.6,2.02,1
Student_03896,1,1,9500,1,1,1,1,38,37,9,7,140.0,130.0,1,0,0,1,1,1,0,18,0,7,7,6,13.183333333333332,0,0,7,7,6,13.183333333333332,0,7.6,2.6,0.32,2
Student_03897,1,17,9070,1,5,1,1,19,1,5,5,125.0,122.6,1,0,0,1,1,0,0,22,0,6,6,1,11.0,0,0,6,6,0,0.0,0,9.4,-0.8,-3.12,1
Student_03898,1,17,9500,1,1,1,1,38,1,9,6,134.0,133.5,1,0,0,1,1,1,0,20,0,7,8,7,11.9725,0,0,8,8,8,12.65125,0,15.5,2.8,-4.06,2
Student_03899,2,39,9254,1,1,1,1,37,37,4,7,130.0,120.0,1,0,0,1,0,0,0,34,0,6,7,5,12.4,0,0,6,8,5,12.8,0,9.4,-0.8,-3.12,2
Student_03900,2,7,9147,1,1,3,1,37,37,9,9,120.0,120.0,0,0,0,1,0,0,0,33,3,8,9,5,12.6,2,2,7,13,5,11.25,0,10.8,1.4,1.74,1
Student_03901,1,1,9500,1,3,1,1,37,38,9,9,142.0,137.3,1,0,0,1,0,1,0,22,0,7,7,6,13.9,0,0,7,7,6,13.9,0,NA,2.6,0.32,2
Student_03902,1,17,9254,1,3,1,1,37,37,9,6,127.0,123.5,1,0,0,1,0,1,0,20,0,6,11,4,11.5,0,0,6,12,3,11.0,0,7.6,2.6,0.32,1
Student_03903,2,39,9147,1,1,1,1,37,37,6,10,140.0,131.8,0,0,0,1,0,0,0,35,0,5,6,4,14.2,0,0,5,10,4,11.857142857142858,0,10.8,1.4,1.74,1
Student_03904,2,39,9147,1,1,1,1,38,37,4,7,140.0,130.0,1,0,0,0,0,0,0,39,0,5,12,3,10.666666666666666,2,0,5,15,3,10.666666666666666,0,9.4,-0.8,-3.12,0
Student_03905,1,18,9500,1,6,1,1,38,37,9,5,142.0,128.0,1,0,0,0,0,0,0,19,0,7,14,0,0.0,0,0,8,0,0,0.0,0,11.1,0.6,2.02,0
Student_03906,4,39,9254,1,1,1,1,NA,37,9,8,120.0,95.0,0,0,0,1,0,1,0,36,0,6,10,6,11.0,0,0,6,14,3,11.333333333333334,0,10.8,1.4,1.74,2
Student_03907,1,1,9500,1,2,1,1,37,37,9,9,124.0,116.0,1,0,0,1,0,1,0,21,0,8,8,7,13.957142857142856,0,0,8,8,7,13.957142857142856,0,12.7,3.7,-1.7,2
Student_03908,1,1,9238,1,1,1,1,3,38,1,5,157.0,136.7,1,0,0,1,0,0,0,NA,0,6,11,4,12.5,1,0,6,13,3,13.666666666666666,0,9.4,-0.8,-3.12,1
Student_03909,2,39,9238,1,1,1,1,38,38,9,7,126.6,107.5,0,0,1,1,0,1,0,42,0,6,8,6,13.333333333333334,0,0,6,7,6,15.285714285714286,0,11.1,0.6,2.02,2
Student_03910,1,39,9119,1,1,1,1,37,37,90,90,110.0,108.4,1,0,0,1,0,0,0,34,0,5,5,0,0.0,0,0,5,6,0,0.0,0,10.8,1.4,1.74,0
Student_03911,1,17,9773,1,1,1,1,19,19,4,4,144.0,130.7,1,0,0,1,0,0,0,20,0,6,9,6,11.666666666666666,0,0,6,8,5,11.6,0,7.6,2.6,0.32,1
Student_03912,2,44,8014,0,1,39,1,37,19,9,10,160.0,155.9,0,0,0,1,0,0,0,33,3,6,7,6,15.714285714285714,0,2,6,7,6,15.5,0,13.9,-0.3,0.79,2
Student_03913,1,1,9254,1,4,1,1,1,19,9,6,105.0,106.1,1,0,0,1,0,0,0,20,0,6,8,5,11.0,0,0,6,9,5,11.4,0,13.9,-0.3,0.79,2
Student_03914,1,1,9670,1,2,1,1,26,30,0,5,130.0,128.6,1,0,1,1,0,0,0,19,0,5,8,4,12.25,0,0,5,7,4,12.75,2,7.6,2.6,NA,2
Student_03915,2,43,9991,0,1,3,1,37,19,9,4,140.0,140.0,0,0,1,1,0,0,0,34,4,10,25,5,12.2,0,3,9,18,8,12.22222222222222,0,16.2,0.3,-0.92,0
Student_03916,1,1,9147,1,1,1,1,37,37,9,6,138.0,145.0,1,0,0,1,0,0,0,18,0,5,6,5,13.0,0,0,5,5,5,14.0,0,7.6,2.6,0.32,2
Student_03917,1,17,8014,0,1,1,1,38,37,6,6,120.0,113.0,0,0,0,1,0,1,0,24,0,6,11,4,12.0,0,0,6,7,6,13.0,0,10.8,1.4,1.74,2
Student_03918,1,1,9853,1,1,1,1,19,12,9,7,135.0,137.1,1,0,0,1,0,0,0,18,0,6,6,6,13.333333333333334,0,0,6,7,6,12.333333333333334,0,7.6,2.6,0.32,2
Student_03919,1,1,9670,1,1,1,1,37,37,10,6,119.0,119.7,1,0,0,1,0,0,0,20,0,5,6,3,13.0,0,0,5,7,3,13.0,1,7.6,2.6,0.32,1
Student_03920,1,17,9500,1,1,1,1,1,1,4,3,121.0,120.5,1,0,0,1,0,0,0,21,0,8,8,7,12.91,0,0,8,8,7,12.91,0,10.8,1.4,1.74,2
Student_03921,1,1,9238,1,5,1,1,38,1,9,5,126.0,125.7,1,0,0,1,0,1,0,19,0,6,8,6,11.0,0,0,6,13,3,11.0,0,9.4,-0.8,-3.12,2
Student_03922,1,17,9500,1,4,1,1,38,19,5,7,132.0,125.5,0,0,0,1,0,1,0,19,0,7,8,6,13.579999999999998,0,0,8,8,8,12.93625,0,15.5,2.8,NA,2
Student_03923,1,1,9238,1,1,1,1,19,19,5,5,128.0,124.5,1,0,0,1,0,1,0,18,0,6,10,4,12.4,0,0,6,8,6,12.5,0,12.4,0.5,1.79,2
Student_03924,4,39,8014,0,1,1,1,37,37,5,5,160.0,126.0,0,0,0,1,0,1,0,38,4,9,13,8,12.88888888888889,0,2,7,9,7,13.0,0,13.9,-0.3,0.79,2
Student_03925,1,1,171,1,1,1,1,19,19,5,4,125.0,136.2,1,0,1,1,1,0,0,21,6,12,12,11,11.545454545454543,0,4,11,18,9,11.7,1,8.9,1.4,3.51,1
Student_03926,1,43,9147,1,1,1,25,1,5,9,10,127.0,124.2,1,0,0,1,1,0,1,23,0,5,6,1,10.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,1
Student_03927,1,17,9500,1,5,1,1,19,1,4,3,147.0,138.5,1,0,0,1,0,0,0,19,0,8,8,8,14.34125,0,0,8,8,8,14.34125,0,9.4,-0.8,-3.12,2
Student_03928,1,1,9773,1,2,1,1,38,37,5,3,130.0,122.3,1,0,1,0,0,0,0,18,0,6,8,6,14.142857142857142,0,0,6,6,5,12.0,0,13.9,-0.3,0.79,0
Student_03929,1,1,171,1,6,1,1,19,37,5,5,134.0,126.0,1,0,0,1,0,1,0,18,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,2
